UID,name,socio_economical_impact
saugeen-ojibway-nation-vote-no-against-the-building-of-an-underground-nuclear-waste-storage-facility-near-lake-huron-ontario,Loss of landscape/sense of place,
wadi-al-qamar-residents-and-alexandria-portand-cement-titan-company,Specific impacts on women,
wadi-al-qamar-residents-and-alexandria-portand-cement-titan-company,Violations of human rights,
wadi-al-qamar-residents-and-alexandria-portand-cement-titan-company,Loss of landscape/sense of place,
wadi-al-qamar-residents-and-alexandria-portand-cement-titan-company,Other socio-economic impacts,
wadi-al-qamar-residents-and-alexandria-portand-cement-titan-company,Increase in Corruption/Co-optation of different actors,
wadi-al-qamar-residents-and-alexandria-portand-cement-titan-company,Loss of livelihood,
fighting-to-protect-miccosukee-tribal-rights-in-the-everglades-florida,Displacement,
fighting-to-protect-miccosukee-tribal-rights-in-the-everglades-florida,Loss of livelihood,
fighting-to-protect-miccosukee-tribal-rights-in-the-everglades-florida,Loss of traditional knowledge/practices/cultures,
fighting-to-protect-miccosukee-tribal-rights-in-the-everglades-florida,Land dispossession,
fighting-to-protect-miccosukee-tribal-rights-in-the-everglades-florida,Loss of landscape/sense of place,
e-waste,"Lack of work security, labour absenteeism, firings, unemployment",
e-waste,Violations of human rights,
e-waste,Increase in Corruption/Co-optation of different actors,
e-waste,Loss of livelihood,
e-waste,"Social problems (alcoholism, prostitution, etc..)",
e-waste,Loss of landscape/sense of place,
coal-run-neighborhood-in-zanesville-usa,Violations of human rights,
puerto-petaca-bahia-de-taganga-colombia,Displacement,
puerto-petaca-bahia-de-taganga-colombia,Loss of livelihood,
puerto-petaca-bahia-de-taganga-colombia,Loss of traditional knowledge/practices/cultures,
puerto-petaca-bahia-de-taganga-colombia,Loss of landscape/sense of place,
puerto-petaca-bahia-de-taganga-colombia,Increase in Corruption/Co-optation of different actors,
puerto-petaca-bahia-de-taganga-colombia,Increase in violence and crime,
puerto-petaca-bahia-de-taganga-colombia,"Lack of work security, labour absenteeism, firings, unemployment",
puerto-petaca-bahia-de-taganga-colombia,Militarization and increased police presence,
puerto-petaca-bahia-de-taganga-colombia,"Social problems (alcoholism, prostitution, etc..)",
puerto-petaca-bahia-de-taganga-colombia,Land dispossession,
amoco-cadiz-oil-spill-in-1978-britanny-france,Loss of livelihood,
amoco-cadiz-oil-spill-in-1978-britanny-france,Loss of traditional knowledge/practices/cultures,
amoco-cadiz-oil-spill-in-1978-britanny-france,Loss of landscape/sense of place,
amoco-cadiz-oil-spill-in-1978-britanny-france,"Lack of work security, labour absenteeism, firings, unemployment",
amoco-cadiz-oil-spill-in-1978-britanny-france,Displacement,
amoco-cadiz-oil-spill-in-1978-britanny-france,Land dispossession,
amoco-cadiz-oil-spill-in-1978-britanny-france,Violations of human rights,
sirindhorn-dam-thailand,Displacement,
sirindhorn-dam-thailand,"Lack of work security, labour absenteeism, firings, unemployment",
sirindhorn-dam-thailand,Loss of livelihood,
sirindhorn-dam-thailand,Loss of traditional knowledge/practices/cultures,
sirindhorn-dam-thailand,Violations of human rights,
sirindhorn-dam-thailand,Land dispossession,
balog-balog-dam-tarlac-luzon,Violations of human rights,
balog-balog-dam-tarlac-luzon,Displacement,
balog-balog-dam-tarlac-luzon,Loss of livelihood,
balog-balog-dam-tarlac-luzon,Increase in violence and crime,
fuleni-mine,Increase in Corruption/Co-optation of different actors,
fuleni-mine,Displacement,
fuleni-mine,Increase in violence and crime,
fuleni-mine,Loss of livelihood,
fuleni-mine,Loss of traditional knowledge/practices/cultures,
fuleni-mine,Militarization and increased police presence,
fuleni-mine,Violations of human rights,
fuleni-mine,Land dispossession,
fuleni-mine,Loss of landscape/sense of place,
fuleni-mine,Other socio-economic impacts,
proposed-dolphinarium-in-pigeon-island-saint-lucia,Increase in Corruption/Co-optation of different actors,
from-church-grounds-to-a-quarry-hundreds-of-roma-were-evicted-twice-from-their-settlement-nearby-oslo-norway,Displacement,
from-church-grounds-to-a-quarry-hundreds-of-roma-were-evicted-twice-from-their-settlement-nearby-oslo-norway,"Lack of work security, labour absenteeism, firings, unemployment",
from-church-grounds-to-a-quarry-hundreds-of-roma-were-evicted-twice-from-their-settlement-nearby-oslo-norway,Loss of livelihood,
enel-geothermal-plants-in-mt-amiata-italy,Loss of traditional knowledge/practices/cultures,
enel-geothermal-plants-in-mt-amiata-italy,Loss of landscape/sense of place,
the-czeczott-hard-coal-fired-power-plant-poland,Violations of human rights,
the-czeczott-hard-coal-fired-power-plant-poland,Loss of landscape/sense of place,
the-czeczott-hard-coal-fired-power-plant-poland,Other socio-economic impacts,
local-community-and-mining-company,Loss of landscape/sense of place,
local-community-and-mining-company,Loss of livelihood,
local-community-and-mining-company,Loss of traditional knowledge/practices/cultures,
socapalm-conflict,Displacement,
socapalm-conflict,Loss of livelihood,
socapalm-conflict,"Social problems (alcoholism, prostitution, etc..)",
socapalm-conflict,Land dispossession,
socapalm-conflict,Loss of traditional knowledge/practices/cultures,
socapalm-conflict,Militarization and increased police presence,
socapalm-conflict,Increase in Corruption/Co-optation of different actors,
socapalm-conflict,Violations of human rights,
land-acquisition-conflict-and-waste-dumping-in-buliisa-district,Displacement,
land-acquisition-conflict-and-waste-dumping-in-buliisa-district,Loss of livelihood,
land-acquisition-conflict-and-waste-dumping-in-buliisa-district,Loss of traditional knowledge/practices/cultures,
land-acquisition-conflict-and-waste-dumping-in-buliisa-district,Land dispossession,
land-acquisition-conflict-and-waste-dumping-in-buliisa-district,Violations of human rights,
gas-pipeline-urucu-manaus-petrobras-brazil,Displacement,
gas-pipeline-urucu-manaus-petrobras-brazil,Loss of livelihood,
gas-pipeline-urucu-manaus-petrobras-brazil,Loss of traditional knowledge/practices/cultures,
gas-pipeline-urucu-manaus-petrobras-brazil,Land dispossession,
gas-pipeline-urucu-manaus-petrobras-brazil,Loss of landscape/sense of place,
gas-pipeline-urucu-manaus-petrobras-brazil,Specific impacts on women,
gas-pipeline-urucu-manaus-petrobras-brazil,Other socio-economic impacts,
gas-pipeline-urucu-manaus-petrobras-brazil,Increase in violence and crime,
gas-pipeline-urucu-manaus-petrobras-brazil,"Social problems (alcoholism, prostitution, etc..)",
metals-pollution-from-the-dexing-mine-jiangxi-china,Loss of livelihood,
metals-pollution-from-the-dexing-mine-jiangxi-china,"Lack of work security, labour absenteeism, firings, unemployment",
metals-pollution-from-the-dexing-mine-jiangxi-china,Other socio-economic impacts,
metals-pollution-from-the-dexing-mine-jiangxi-china,Increase in Corruption/Co-optation of different actors,
fairy-creek-logging-conflict,Militarization and increased police presence,
fairy-creek-logging-conflict,Violations of human rights,
fairy-creek-logging-conflict,Displacement,
fairy-creek-logging-conflict,Loss of livelihood,
fairy-creek-logging-conflict,Loss of traditional knowledge/practices/cultures,
fairy-creek-logging-conflict,Land dispossession,
fairy-creek-logging-conflict,Loss of landscape/sense of place,
nnpc-pipeline-pollutes-groundwater-in-abesan,Displacement,
nnpc-pipeline-pollutes-groundwater-in-abesan,"Lack of work security, labour absenteeism, firings, unemployment",
nnpc-pipeline-pollutes-groundwater-in-abesan,Loss of livelihood,
mondi-merebank-multifuel-boiler-in-durban-south-africa,Increase in Corruption/Co-optation of different actors,
mondi-merebank-multifuel-boiler-in-durban-south-africa,"Lack of work security, labour absenteeism, firings, unemployment",
installation-of-the-ferrous-resources-pipeline-in-the-municipality-of-vicosa-minas-gerais-brazil,Displacement,
installation-of-the-ferrous-resources-pipeline-in-the-municipality-of-vicosa-minas-gerais-brazil,Loss of livelihood,
installation-of-the-ferrous-resources-pipeline-in-the-municipality-of-vicosa-minas-gerais-brazil,Loss of traditional knowledge/practices/cultures,
installation-of-the-ferrous-resources-pipeline-in-the-municipality-of-vicosa-minas-gerais-brazil,Land dispossession,
installation-of-the-ferrous-resources-pipeline-in-the-municipality-of-vicosa-minas-gerais-brazil,Loss of landscape/sense of place,
allen-y-la-extraccion-de-gas-por-fractura-hidraulica,Increase in Corruption/Co-optation of different actors,
allen-y-la-extraccion-de-gas-por-fractura-hidraulica,Loss of livelihood,
allen-y-la-extraccion-de-gas-por-fractura-hidraulica,Loss of traditional knowledge/practices/cultures,
allen-y-la-extraccion-de-gas-por-fractura-hidraulica,Land dispossession,
allen-y-la-extraccion-de-gas-por-fractura-hidraulica,Loss of landscape/sense of place,
agbogbloshie-e-waste-landfill-ghana,"Lack of work security, labour absenteeism, firings, unemployment",
agbogbloshie-e-waste-landfill-ghana,Increase in Corruption/Co-optation of different actors,
agbogbloshie-e-waste-landfill-ghana,Loss of landscape/sense of place,
agbogbloshie-e-waste-landfill-ghana,Other socio-economic impacts,
agbogbloshie-e-waste-landfill-ghana,Violations of human rights,
norra-karr-norra-karr-sweden-mining-conflict,Loss of livelihood,
norra-karr-norra-karr-sweden-mining-conflict,Violations of human rights,
norra-karr-norra-karr-sweden-mining-conflict,Displacement,
norra-karr-norra-karr-sweden-mining-conflict,Loss of landscape/sense of place,
relleno-sanitario-landfill-el-carrasco-bucaramanga-colombia,"Lack of work security, labour absenteeism, firings, unemployment",
relleno-sanitario-landfill-el-carrasco-bucaramanga-colombia,Loss of landscape/sense of place,
relleno-sanitario-landfill-el-carrasco-bucaramanga-colombia,Increase in Corruption/Co-optation of different actors,
relleno-sanitario-landfill-el-carrasco-bucaramanga-colombia,Displacement,
relleno-sanitario-landfill-el-carrasco-bucaramanga-colombia,Violations of human rights,
hacienda-bellacruz-colombia,Increase in Corruption/Co-optation of different actors,
hacienda-bellacruz-colombia,Displacement,
hacienda-bellacruz-colombia,Increase in violence and crime,
hacienda-bellacruz-colombia,"Lack of work security, labour absenteeism, firings, unemployment",
hacienda-bellacruz-colombia,Loss of livelihood,
hacienda-bellacruz-colombia,Loss of traditional knowledge/practices/cultures,
hacienda-bellacruz-colombia,Militarization and increased police presence,
hacienda-bellacruz-colombia,Specific impacts on women,
hacienda-bellacruz-colombia,Violations of human rights,
hacienda-bellacruz-colombia,Land dispossession,
hacienda-bellacruz-colombia,Loss of landscape/sense of place,
canadian-farmers-struggle-to-keep-using-traditional-seeds-varieties,Loss of traditional knowledge/practices/cultures,
rio-tintos-lawsuit-papua-new-guinea,Displacement,
rio-tintos-lawsuit-papua-new-guinea,Loss of traditional knowledge/practices/cultures,
rio-tintos-lawsuit-papua-new-guinea,Militarization and increased police presence,
rio-tintos-lawsuit-papua-new-guinea,Specific impacts on women,
rio-tintos-lawsuit-papua-new-guinea,Violations of human rights,
rio-tintos-lawsuit-papua-new-guinea,Land dispossession,
birch-narrows-dene-nation-erects-blockade-after-uranium-exploration-company-enters-territory-without-consent,Loss of livelihood,
birch-narrows-dene-nation-erects-blockade-after-uranium-exploration-company-enters-territory-without-consent,Violations of human rights,
birch-narrows-dene-nation-erects-blockade-after-uranium-exploration-company-enters-territory-without-consent,Land dispossession,
birch-narrows-dene-nation-erects-blockade-after-uranium-exploration-company-enters-territory-without-consent,Loss of traditional knowledge/practices/cultures,
birch-narrows-dene-nation-erects-blockade-after-uranium-exploration-company-enters-territory-without-consent,Loss of landscape/sense of place,
cerro-quema-panama,Increase in Corruption/Co-optation of different actors,
cerro-quema-panama,Displacement,
cerro-quema-panama,Increase in violence and crime,
cerro-quema-panama,Loss of livelihood,
cerro-quema-panama,Militarization and increased police presence,
cerro-quema-panama,"Social problems (alcoholism, prostitution, etc..)",
cerro-quema-panama,Specific impacts on women,
cerro-quema-panama,Violations of human rights,
cerro-quema-panama,Land dispossession,
cerro-quema-panama,Loss of landscape/sense of place,
dabar-hydro-power-plant-bosnia-and-herzegovina,Displacement,
dabar-hydro-power-plant-bosnia-and-herzegovina,Increase in Corruption/Co-optation of different actors,
dabar-hydro-power-plant-bosnia-and-herzegovina,Loss of landscape/sense of place,
the-indomet-project-coal-mining-in-east-and-central-kalimantan-indonesia,Increase in Corruption/Co-optation of different actors,
the-indomet-project-coal-mining-in-east-and-central-kalimantan-indonesia,Displacement,
the-indomet-project-coal-mining-in-east-and-central-kalimantan-indonesia,Loss of livelihood,
the-indomet-project-coal-mining-in-east-and-central-kalimantan-indonesia,Loss of traditional knowledge/practices/cultures,
the-indomet-project-coal-mining-in-east-and-central-kalimantan-indonesia,Violations of human rights,
the-indomet-project-coal-mining-in-east-and-central-kalimantan-indonesia,Land dispossession,
gaoling-waste-incinerator-in-xian-northwest-china,Militarization and increased police presence,
gaoling-waste-incinerator-in-xian-northwest-china,Violations of human rights,
san-idelfonso-ixtahuacan,"Lack of work security, labour absenteeism, firings, unemployment",
san-idelfonso-ixtahuacan,Loss of livelihood,
san-idelfonso-ixtahuacan,Loss of traditional knowledge/practices/cultures,
san-idelfonso-ixtahuacan,Specific impacts on women,
san-idelfonso-ixtahuacan,Violations of human rights,
san-idelfonso-ixtahuacan,Loss of landscape/sense of place,
first-critical-mass-san-francisco-history-of-an-organized-coincidence-a-celebration-and-protest,Loss of landscape/sense of place,
first-critical-mass-san-francisco-history-of-an-organized-coincidence-a-celebration-and-protest,Loss of livelihood,
hoa-binh-hydropower-dam-vietnam,Displacement,
hoa-binh-hydropower-dam-vietnam,Loss of livelihood,
hoa-binh-hydropower-dam-vietnam,Loss of traditional knowledge/practices/cultures,
hoa-binh-hydropower-dam-vietnam,Land dispossession,
hoa-binh-hydropower-dam-vietnam,Loss of landscape/sense of place,
hoa-binh-hydropower-dam-vietnam,"Lack of work security, labour absenteeism, firings, unemployment",
hoa-binh-hydropower-dam-vietnam,"Social problems (alcoholism, prostitution, etc..)",
protest-against-heavy-pollution-from-russian-nickel-plant-kirkenes-norway,Increase in Corruption/Co-optation of different actors,
protest-against-heavy-pollution-from-russian-nickel-plant-kirkenes-norway,Increase in Corruption/Co-optation of different actors,
